lang;filename;i;task_clock_1;task_clock_2;context_switches_1;context_switches_2;cpu_migrations_1;cpu_migrations_2;page_faults_1;page_faults_2;cycles_1;cycles_2;instructions_1;instructions_2;branches_1;branches_2;branch_misses_1;branch_misses_2;L1_dcache_loads_1;L1_dcache_loads_2;L1_dcache_load_misses_1;L1_dcache_load_misses_2;LLC_loads_1;LLC_loads_2;LLC_load_misses_1;LLC_load_misses_2;time
js;art-optimal;8;32872.218068;1.000;800;0.024;0;0.000;4991;0.152;45883207664;1.396;45976985573;1.00;2351473750;71.534;78447761;3.34;20815334097;633.220;23575080;0.11;466771205;14.200;218716857;46.86;32.879366777
js;art-optimal;9;32893.442860;1.000;822;0.025;0;0.000;5122;0.156;45917744640;1.396;45978120259;1.00;2352409629;71.516;81008044;3.44;20828320784;633.206;23804945;0.11;467476882;14.212;218371438;46.71;32.901374452
js;art-optimal;10;32901.170718;1.000;803;0.024;0;0.000;5049;0.153;45862280096;1.394;45982769039;1.00;2353350269;71.528;74884290;3.18;20819613752;632.792;23490017;0.11;467652705;14.214;218391819;46.70;32.909173954
php;art-optimal;1;284184.984349;1.000;909;0.003;0;0.000;4670;0.016;396807968648;1.396;292345384291;0.74;31615759270;111.251;731367944;2.31;179762626726;632.555;111431549;0.06;1206361878;4.245;525944490;43.60;284.242440225
php;art-optimal;2;284074.776354;1.000;824;0.003;0;0.000;4667;0.016;396659627904;1.396;292336550419;0.74;31617241932;111.299;731201968;2.31;179761654060;632.797;108760066;0.06;1201483236;4.229;525342460;43.72;284.119790210
php;art-optimal;3;284220.849194;1.000;740;0.003;0;0.000;4666;0.016;396846514653;1.396;292316572205;0.74;31617695965;111.243;730330109;2.31;179760929285;632.469;112884128;0.06;1212940673;4.268;525152553;43.30;284.254623317
php;art-optimal;4;284129.376948;1.000;828;0.003;0;0.000;4665;0.016;396716377991;1.396;292310343805;0.74;31617693667;111.279;730582186;2.31;179761639955;632.675;112719253;0.06;1208216198;4.252;525389457;43.48;284.192898827
php;art-optimal;5;284218.265229;1.000;814;0.003;0;0.000;4664;0.016;396841588443;1.396;292316875518;0.74;31620013185;111.253;731430200;2.31;179756975841;632.461;114156460;0.06;1209940997;4.257;525702785;43.45;284.263610366
php;art-optimal;6;284462.062167;1.000;762;0.003;0;0.000;4664;0.016;397179704952;1.396;292344513249;0.74;31617837182;111.150;731965470;2.32;179763101081;631.941;124029121;0.07;1228730399;4.319;525550627;42.77;284.499492596
php;art-optimal;7;284472.953873;1.000;758;0.003;0;0.000;4666;0.016;397195194619;1.396;292301382438;0.74;31616685893;111.141;729991259;2.31;179770531589;631.942;126273958;0.07;1239259360;4.356;525550319;42.41;284.509705836
php;art-optimal;8;284399.836229;1.000;746;0.003;0;0.000;4665;0.016;397098167426;1.396;292323987889;0.74;31616662973;111.170;730333642;2.31;179757011929;632.057;118241467;0.07;1217241927;4.280;524942896;43.13;284.435828997
php;art-optimal;9;284196.639079;1.000;767;0.003;0;0.000;4667;0.016;396840294751;1.396;292322583217;0.74;31618756536;111.257;729034977;2.31;179767571441;632.546;115150926;0.06;1219120334;4.290;526055535;43.15;284.234228428
php;art-optimal;10;284445.347967;1.000;738;0.003;0;0.000;4663;0.016;397172241240;1.396;292307060996;0.74;31615847049;111.149;729742872;2.31;179757173166;631.957;124594393;0.07;1229210260;4.321;525800260;42.78;284.482779672
py;art-optimal-origin;1;468077.420767;1.000;1199;0.003;0;0.000;4493;0.010;654293446590;1.398;447303763022;0.68;22649070602;48.387;7542246577;33.30;227100385422;485.177;248971898;0.11;1832589719;3.915;623618406;34.03;468.127137044
py;art-optimal-origin;2;464190.333206;1.000;1323;0.003;0;0.000;4494;0.010;648854156875;1.398;441676947527;0.68;22385264664;48.224;7535185753;33.66;225746027228;486.322;231603129;0.10;1794618300;3.866;623956888;34.77;464.266512967
py;art-optimal-origin;3;464622.389148;1.000;1277;0.003;0;0.000;4493;0.010;649464502790;1.398;442861799870;0.68;22440879923;48.299;7538227855;33.59;226002613848;486.422;205829141;0.09;1773943797;3.818;624666086;35.21;464.688840852
py;art-optimal-origin;4;464004.785998;1.000;1265;0.003;0;0.000;4495;0.010;648585046428;1.398;441794379718;0.68;22388557288;48.251;7538775060;33.67;225768196153;486.564;229202148;0.10;1818368474;3.919;621183072;34.16;464.068208089
py;art-optimal-origin;5;464871.725216;1.000;1275;0.003;0;0.000;4493;0.010;649796264608;1.398;442892437430;0.68;22439716927;48.271;7539199339;33.60;226028014242;486.216;227810715;0.10;1811533033;3.897;623639142;34.43;464.935357127
py;art-optimal-origin;6;466344.138346;1.000;1246;0.003;0;0.000;4496;0.010;651854483331;1.398;444332487599;0.68;22512798592;48.275;7550278361;33.54;226391668607;485.461;262930086;0.12;1880516865;4.032;620420854;32.99;466.402432477
py;art-optimal-origin;7;465525.138652;1.000;1256;0.003;0;0.000;4495;0.010;650653262836;1.398;442895452639;0.68;22450711784;48.227;7536645394;33.57;226046968153;485.574;265630906;0.12;1901614673;4.085;622213568;32.72;465.584974008
py;art-optimal-origin;8;465251.895576;1.000;1295;0.003;0;0.000;4494;0.010;650268747123;1.398;443013473305;0.68;22445752420;48.244;7539784433;33.59;226006187324;485.772;220355050;0.10;1813806727;3.899;622668515;34.33;465.314856623
py;art-optimal-origin;9;468307.528200;1.000;1261;0.003;0;0.000;4494;0.010;654575438366;1.398;447139534375;0.68;22645735332;48.357;7534425831;33.27;227032655105;484.794;242482476;0.11;1844619921;3.939;618979900;33.56;468.367313424
py;art-optimal-origin;10;469584.651111;1.000;1256;0.003;0;0.000;4494;0.010;656378170210;1.398;448524056050;0.68;22714849464;48.372;7545677641;33.22;227327862029;484.104;278814890;0.12;1908204205;4.064;627016269;32.86;469.645107141
py;art-optimal-optim;1;467665.156364;1.000;1534;0.003;0;0.000;3297;0.007;653629068969;1.398;445032902894;0.68;22543087880;48.203;7605598981;33.74;226455142449;484.225;295176673;0.13;1963501111;4.199;613178654;31.23;467.831793042
py;art-optimal-optim;2;468742.682833;1.000;1275;0.003;0;0.000;3299;0.007;655202462709;1.398;446980288307;0.68;22624165623;48.266;7536148882;33.31;226924979651;484.114;256814920;0.11;1863351714;3.975;614685280;32.99;468.806839241
py;art-optimal-optim;3;463822.060998;1.000;1205;0.003;0;0.000;3300;0.007;648338941596;1.398;441463433568;0.68;22374896767;48.240;7529831693;33.65;225623994609;486.445;230198722;0.10;1825281142;3.935;613572674;33.62;463.874115586
py;art-optimal-optim;4;463991.419895;1.000;1239;0.003;0;0.000;3298;0.007;648561613590;1.398;441412667844;0.68;22364431098;48.200;7532807746;33.68;225575127733;486.162;252236729;0.11;1869442150;4.029;615137555;32.90;464.047148215
py;art-optimal-optim;5;463330.060807;1.000;1428;0.003;0;0.000;3297;0.007;647646733442;1.398;441373643211;0.68;22371272970;48.284;7535601012;33.68;225588406692;486.885;221033491;0.10;1813334205;3.914;617537499;34.06;463.466102942
py;art-optimal-optim;6;464296.465274;1.000;1372;0.003;0;0.000;3298;0.007;649011779071;1.398;442724958811;0.68;22419880511;48.288;7533806773;33.60;225897506853;486.537;212462579;0.09;1782307901;3.839;618841680;34.72;464.393925190
py;art-optimal-optim;7;465730.933094;1.000;1361;0.003;0;0.000;3297;0.007;651000002195;1.398;443915613987;0.68;22492088548;48.294;7587613310;33.73;226208849050;485.707;199970849;0.09;1768059969;3.796;616120856;34.85;465.827430925
py;art-optimal-optim;8;465063.103812;1.000;1299;0.003;0;0.000;3298;0.007;650073359595;1.398;441369590102;0.68;22370283552;48.102;7530587841;33.66;225507813329;484.897;342597374;0.15;2054928579;4.419;617236397;30.04;465.134393738
py;art-optimal-optim;9;465192.878033;1.000;1453;0.003;0;0.000;3299;0.007;650234074476;1.398;441578579503;0.68;22376974557;48.103;7536262689;33.68;225637979160;485.042;321757611;0.14;2012191506;4.325;615851872;30.61;465.324995948
py;art-optimal-optim;10;465281.988740;1.000;1448;0.003;0;0.000;3298;0.007;650367672193;1.398;441525091300;0.68;22370751644;48.080;7538637428;33.70;225580693881;484.826;333859391;0.15;2036053139;4.376;615004784;30.21;465.411952252
