lang;filename;i;task_clock_1;task_clock_2;context_switches_1;context_switches_2;cpu_migrations_1;cpu_migrations_2;page_faults_1;page_faults_2;cycles_1;cycles_2;instructions_1;instructions_2;branches_1;branches_2;branch_misses_1;branch_misses_2;L1_dcache_loads_1;L1_dcache_loads_2;L1_dcache_load_misses_1;L1_dcache_load_misses_2;LLC_loads_1;LLC_loads_2;LLC_load_misses_1;LLC_load_misses_2;time
php;art-optimal;5;364.781147;0.982;3;0.008;0;0.000;3029;0.008;509503919;1.397;362493100;0.71;45378019;124.398;2402926;5.30;177299167;486.043;888042;0.50;3913241;10.728;353004;9.02;0.371369477
php;art-optimal;6;367.614897;0.985;4;0.011;0;0.000;3033;0.008;513427676;1.397;362719625;0.71;45275265;123.159;2551616;5.64;177151843;481.895;668048;0.38;4103987;11.164;356621;8.69;0.373161508
php;art-optimal;7;384.128490;0.986;3;0.008;0;0.000;3029;0.008;514093699;1.338;360571997;0.70;44758957;116.521;2523405;5.64;179333721;466.859;591925;0.33;4166076;10.846;496345;11.91;0.389613321
php;art-optimal;8;378.666721;0.977;4;0.011;0;0.000;3030;0.008;515979731;1.363;362276157;0.70;44284143;116.948;2533350;5.72;180260733;476.041;617014;0.34;4061747;10.726;499588;12.30;0.387413596
php;art-optimal;9;364.445730;0.978;4;0.011;0;0.000;3034;0.008;509032250;1.397;362717554;0.71;45317329;124.346;2416192;5.33;177129081;486.023;669619;0.38;3710270;10.181;351981;9.49;0.372691265
php;art-optimal;10;364.646408;0.979;4;0.011;0;0.000;3034;0.008;509299834;1.397;362760038;0.71;45313281;124.266;2420869;5.34;177138936;485.783;714912;0.40;3803382;10.430;354673;9.33;0.372640124
py;art-optimal;1;887.064325;0.994;10;0.011;0;0.000;2327;0.003;1234988777;1.392;864162462;0.70;57003120;64.260;9546486;16.75;382946687;431.701;849345;0.22;9311601;10.497;661210;7.10;0.892694811
py;art-optimal;2;860.683283;0.991;6;0.007;0;0.000;2329;0.003;1203043396;1.398;837630630;0.70;55277332;64.225;9991194;18.07;378970900;440.314;908933;0.24;9110448;10.585;653916;7.18;0.868760588
py;art-optimal;3;832.332606;0.989;8;0.010;0;0.000;2327;0.003;1158469725;1.392;801463094;0.69;53511686;64.291;8497400;15.88;371431804;446.254;1170376;0.32;10149265;12.194;651894;6.42;0.841953876
py;art-optimal;4;860.819952;0.996;12;0.014;0;0.000;2326;0.003;1146022938;1.331;796928197;0.70;53081417;61.664;8441946;15.90;371224606;431.245;822563;0.22;8554866;9.938;721049;8.43;0.863927652
py;art-optimal;5;866.733338;0.989;9;0.010;0;0.000;2328;0.003;1206607125;1.392;824135350;0.68;54237353;62.577;11002523;20.29;377245858;435.250;1114165;0.30;10040785;11.585;788718;7.86;0.876660474
py;art-optimal;6;843.087762;0.992;5;0.006;0;0.000;2326;0.003;1178482038;1.398;820251517;0.70;54539017;64.690;9309869;17.07;374091616;443.716;1211828;0.32;9534146;11.309;625647;6.56;0.850261935
py;art-optimal;7;862.997034;0.997;5;0.006;0;0.000;2326;0.003;1186479135;1.375;818179362;0.69;54045230;62.625;9324930;17.25;375073262;434.617;1089035;0.29;9874522;11.442;791793;8.02;0.865544330
py;art-optimal;8;873.616877;0.990;7;0.008;0;0.000;2325;0.003;1216058724;1.392;835119928;0.69;55502957;63.532;10894280;19.63;377718011;432.361;877751;0.23;9651301;11.048;762893;7.90;0.882334376
py;art-optimal;9;866.627500;0.988;9;0.010;0;0.000;2326;0.003;1206358432;1.392;838124745;0.69;54928205;63.382;10018408;18.24;379561355;437.975;1055969;0.28;9121213;10.525;788585;8.65;0.876959662
py;art-optimal;10;867.944115;0.989;10;0.012;0;0.000;2327;0.003;1208256627;1.392;840569507;0.70;55480796;63.922;10125382;18.25;379962436;437.773;1136727;0.30;9244433;10.651;783539;8.48;0.877844300
