1620988866168;1;0.51875;5.105;2.65
1620988866671;0;0.395;5.10625;2.02
1620988867174;0;0.355;5.1075;1.81
1620988867677;0;0.3625;5.1075;1.85
1620988868181;0;0.35375;5.1075;1.81
1620988868684;0;0.4275;5.10375;2.18
1620988869188;0;0.3625;5.10625;1.85
1620988869691;0;0.35375;5.1075;1.8
1620988870194;0;0.355;5.1075;1.81
1620988870698;0;0.35375;5.105;1.81
1620988871201;0;0.3525;5.10625;1.8
1620988871704;0;0.3925;5.10625;2.01
1620988872207;0;0.36875;5.10875;1.88
1620988872711;0;0.35375;5.1075;1.8
1620988873214;0;0.35375;5.1075;1.81
1620988873718;0;0.35375;5.10625;1.8
1620988874221;0;0.355;5.10625;1.81
1620988874724;0;0.3525;5.10625;1.8
1620988875227;0;0.36;5.10625;1.81
1620988875731;0;0.355;5.1075;1.81
1620988876234;0;0.3525;5.1075;1.8
1620988876737;0;0.43875;5.105;2.24
1620988877241;0;0.40125;5.10625;2.05
1620988877744;0;0.3525;5.10625;1.8
1620988878247;0;0.35375;5.105;1.81
1620988878751;0;0.35375;5.10875;1.81
1620988879254;0;0.355;5.1075;1.81
1620988879757;0;0.35375;5.10625;1.8
1620988880261;0;0.3525;5.10625;1.8
1620988880764;0;0.35375;5.10625;1.81
1620988881268;0;0.35375;5.1075;1.8
1620988881771;1;0.4;5.105;2.05
1620988882274;0;0.3925;5.1075;2.01
1620988882778;0;0.35375;5.10625;1.81
1620988883281;0;0.3525;5.1075;1.79
1620988883784;0;0.35375;5.1075;1.81
1620988884288;0;0.35375;5.10625;1.8
1620988884791;0;0.35375;5.1075;1.83
1620988885294;0;0.35375;5.10625;1.8
1620988885798;0;0.3525;5.105;1.8
1620988886301;0;0.35125;5.10625;1.79
1620988886804;0;0.35875;5.105;1.81
1620988887308;0;0.39375;5.10625;2.01
1620988887811;0;0.39125;5.10625;2.0
1620988888314;0;0.35375;5.10625;1.81
1620988888818;0;0.3525;5.1075;1.8
1620988889321;0;0.35375;5.1075;1.8
1620988889824;0;0.355;5.10625;1.81
1620988890328;0;0.35375;5.1075;1.81
1620988890831;0;0.3525;5.1075;1.8
1620988891334;0;0.35375;5.10625;1.81
1620988891837;0;0.35375;5.1075;1.79
1620988892341;1;0.52125;5.10375;2.66
1620988892844;0;0.39375;5.10625;2.01
1620988893347;0;0.35375;5.1075;1.81
1620988893851;0;0.35375;5.10625;1.8
1620988894354;0;0.35375;5.10625;1.81
1620988894857;0;0.3525;5.10625;1.8
1620988895361;0;0.35375;5.1075;1.8
1620988895864;0;0.35375;5.105;1.81
1620988896367;0;0.35875;5.10625;1.83
1620988896871;0;0.3575;5.10625;1.83
1620988897374;0;0.355;5.10625;1.81
1620988897878;0;0.39125;5.10625;2.0
1620988898381;0;0.3575;5.10375;1.83
1620988898884;0;0.35125;5.105;1.8
1620988899388;0;0.35375;5.10625;1.81
1620988899891;0;0.35125;5.10625;1.79
1620988900394;0;0.355;5.10375;1.81
1620988900898;0;0.35;5.105;1.79
1620988901401;0;0.35375;5.10625;1.8
1620988901904;0;0.355;5.1075;1.81
1620988902407;0;0.355;5.10625;1.82
1620988902911;0;0.445;5.105;2.27
1620988903414;0;0.39;5.105;1.99
1620988903917;0;0.35625;5.105;1.8
1620988904421;0;0.3525;5.105;1.8
1620988904924;0;0.35375;5.1075;1.81
1620988905427;0;0.3575;5.10625;1.83
1620988905931;0;0.355;5.10625;1.84
1620988906434;0;0.375;5.105;1.92
1620988906938;0;0.35625;5.105;1.82
1620988907441;0;0.36;5.105;1.84
1620988907944;1;0.39125;5.105;2.0
1620988908448;0;0.395;5.1075;2.01
1620988908951;0;0.35125;5.105;1.79
1620988909454;0;0.35375;5.105;1.81
1620988909957;0;0.35125;5.10625;1.8
1620988910461;0;0.3575;5.105;1.81
1620988910964;0;0.355;5.10625;1.81
1620988911467;0;0.35375;5.10625;1.81
1620988911971;0;0.3575;5.10625;1.83
1620988912474;0;0.355;5.1075;1.81
1620988912977;0;0.3525;5.105;1.8
1620988913481;0;0.395;5.10625;2.01
1620988913984;0;0.3575;5.10625;1.83
1620988914488;0;0.3525;5.105;1.8
1620988914991;0;0.35375;5.105;1.81
1620988915494;0;0.35375;5.1075;1.8
1620988915997;0;0.35375;5.105;1.81
1620988916501;0;0.35375;5.105;1.8
1620988917004;0;0.36125;5.105;1.85
1620988917507;0;0.35375;5.105;1.81
1620988918010;0;0.35375;5.10625;1.8
1620988918514;0;0.44875;5.10375;2.29
1620988919018;0;0.38875;5.105;1.98
1620988919522;0;0.355;5.105;1.81
1620988920025;0;0.35375;5.10625;1.81
1620988920528;0;0.35375;5.1075;1.8
1620988921031;0;0.3575;5.105;1.83
1620988921534;0;0.385;5.105;1.97
1620988922038;0;0.35625;5.105;1.84
1620988922541;0;0.36125;5.105;1.84
1620988923045;0;0.355;5.105;1.81
1620988923548;1;0.4525;5.10625;2.31
1620988924051;0;0.3975;5.10625;2.03
1620988924555;0;0.3675;5.10625;1.83
1620988925058;0;0.3525;5.105;1.8
1620988925561;0;0.35375;5.10625;1.81
1620988926065;0;0.3625;5.10625;1.85
1620988926568;0;0.35625;5.1075;1.82
1620988927071;0;0.355;5.1075;1.8
