1621194005076;1;0.51;5.09375;2.6
1621194005579;1;0.52125;5.09125;2.65
1621194006082;1;0.50125;5.09125;2.55
1621194006586;1;0.50625;5.09125;2.56
1621194007089;1;0.515;5.09375;2.62
1621194007592;1;0.50875;5.0925;2.6
1621194008096;1;0.52;5.09375;2.65
1621194008599;1;0.51625;5.0925;2.63
1621194009102;0;0.4;5.0925;2.02
1621194009606;0;0.395;5.09375;2.01
1621194010109;0;0.3575;5.095;1.82
1621194010612;0;0.36;5.095;1.83
1621194011116;0;0.36625;5.095;1.87
1621194011619;0;0.3575;5.095;1.84
1621194012123;0;0.35375;5.09375;1.8
1621194012626;0;0.355;5.09375;1.81
1621194013129;0;0.35625;5.09375;1.82
1621194013633;0;0.36;5.09625;1.81
1621194014136;1;0.50125;5.095;2.56
1621194014639;1;0.5025;5.0925;2.56
1621194015143;1;0.51;5.09125;2.6
1621194015646;1;0.50125;5.09125;2.55
1621194016150;1;0.51625;5.09375;2.62
1621194016653;1;0.505;5.09125;2.57
1621194017156;1;0.525;5.095;2.67
1621194017660;1;0.51875;5.0925;2.64
1621194018163;0;0.4;5.0925;2.04
1621194018666;0;0.4;5.09375;2.04
1621194019170;0;0.3575;5.095;1.82
1621194019673;0;0.36125;5.095;1.84
1621194020176;0;0.35625;5.09375;1.82
1621194020680;0;0.35625;5.09625;1.81
1621194021183;0;0.355;5.095;1.81
1621194021687;0;0.35625;5.09625;1.82
1621194022190;0;0.35625;5.095;1.82
1621194022693;0;0.365;5.095;1.86
1621194023197;1;0.3975;5.09375;2.01
1621194023700;1;0.50125;5.09125;2.55
1621194024203;1;0.50125;5.09375;2.55
1621194024707;1;0.5025;5.0925;2.56
1621194025210;1;0.51125;5.09;2.61
1621194025713;1;0.51375;5.09;2.61
1621194026217;1;0.5175;5.0925;2.63
1621194026720;1;0.52125;5.0925;2.65
1621194027223;1;0.5225;5.0925;2.65
1621194027727;0;0.3975;5.0925;2.04
1621194028230;0;0.4025;5.095;2.01
