lang;filename;i;task_clock_1;task_clock_2;context_switches_1;context_switches_2;cpu_migrations_1;cpu_migrations_2;page_faults_1;page_faults_2;cycles_1;cycles_2;instructions_1;instructions_2;branches_1;branches_2;branch_misses_1;branch_misses_2;L1_dcache_loads_1;L1_dcache_loads_2;L1_dcache_load_misses_1;L1_dcache_load_misses_2;LLC_loads_1;LLC_loads_2;LLC_load_misses_1;LLC_load_misses_2;time
class;ArtOptimal;1;21260.743913;0.999;1742;0.082;0;0.000;8148;0.383;29651096588;1.395;25814746280;0.87;3751639435;176.459;222962084;5.94;4254915594;200.130;48194471;1.13;164334281;7.729;12252671;7.46;21.286381533
class;ArtOptimal;2;22761.029086;0.999;1793;0.079;0;0.000;8211;0.361;31805137411;1.397;29650802368;0.93;2268724870;99.676;185625531;8.18;4366949736;191.861;49934260;1.14;165265807;7.261;12766829;7.73;22.784287547
class;ArtOptimal;3;22908.640698;0.995;1846;0.081;0;0.000;8251;0.360;32011951487;1.397;29761772817;0.93;2288774669;99.909;191954169;8.39;4400499920;192.089;51006261;1.16;172893134;7.547;13095507;7.57;23.032645088
class;ArtOptimal;4;21280.208396;0.999;1674;0.079;0;0.000;7972;0.375;29735135049;1.397;25782031280;0.87;3742544973;175.870;227328523;6.07;4306860007;202.388;49010149;1.14;168743425;7.930;12005964;7.11;21.299155521
class;ArtOptimal;5;21710.939642;0.999;1743;0.080;0;0.000;8035;0.370;30329435677;1.397;26223582510;0.86;3785843413;174.375;230141858;6.08;4413807164;203.299;51948624;1.18;178674768;8.230;12845783;7.19;21.742826503
class;ArtOptimal;6;22340.891887;0.999;1761;0.079;0;0.000;8223;0.368;31199201068;1.397;29418220315;0.94;2251338964;100.772;183790499;8.16;4240971332;189.830;47757005;1.13;167811151;7.511;12228327;7.29;22.369802086
class;ArtOptimal;7;21223.537871;0.999;1769;0.083;0;0.000;8179;0.385;29654918907;1.397;29498551758;0.99;2264324954;106.689;184516727;8.15;4282518320;201.782;49434709;1.15;172026770;8.105;12508200;7.27;21.243023715
class;ArtOptimal;8;22565.096629;0.997;1775;0.079;0;0.000;8098;0.359;31530958739;1.397;29601627203;0.94;2268294265;100.522;186958875;8.24;4357049847;193.088;48178461;1.11;166419683;7.375;12182447;7.32;22.625850423
class;ArtOptimal;9;22712.627932;0.999;1803;0.079;0;0.000;8005;0.352;31715900932;1.396;29660261787;0.94;2281060894;100.431;188093136;8.25;4394049507;193.463;51753194;1.18;173690242;7.647;12329143;7.10;22.734017743
class;ArtOptimal;10;22599.667459;0.999;1869;0.083;0;0.000;7922;0.351;31565321757;1.397;29551364587;0.94;2269867135;100.438;184874588;8.14;4356528450;192.770;50825366;1.17;170934139;7.564;12542343;7.34;22.622208058
js;art-optimal;1;5573.568822;0.999;768;0.138;0;0.000;7627;0.001;7782366566;1.396;6463850870;0.83;628743310;112.808;43565899;6.93;2196454418;394.084;10915575;0.50;55276534;9.918;6834164;12.36;5.577455863
js;art-optimal;2;5619.293454;0.999;778;0.138;0;0.000;7624;0.001;7841217975;1.395;6484014744;0.83;628880869;111.915;47242828;7.51;2201815375;391.831;11107115;0.50;56050571;9.975;6770645;12.08;5.624040986
js;art-optimal;3;5683.518402;0.999;811;0.143;0;0.000;8068;0.001;7930221184;1.395;6564547219;0.83;639642026;112.543;46460202;7.26;2238572774;393.871;11690056;0.52;55401916;9.748;6850652;12.37;5.689434001
js;art-optimal;4;5601.500119;0.999;780;0.139;0;0.000;7674;0.001;7821428988;1.396;6485361847;0.83;632097067;112.844;45269325;7.16;2202089211;393.125;11153432;0.51;54166526;9.670;6813819;12.58;5.605528048
js;art-optimal;5;5601.629705;0.999;780;0.139;0;0.000;7623;0.001;7816517379;1.395;6492377574;0.83;628371901;112.177;44374857;7.06;2203031828;393.284;10998830;0.50;55909548;9.981;6879588;12.30;5.606290808
js;art-optimal;6;5623.880324;0.999;773;0.137;0;0.000;7657;0.001;7832391495;1.393;6489435970;0.83;630567819;112.123;48268624;7.65;2195925135;390.464;10782327;0.49;54772762;9.739;6713673;12.26;5.627505827
js;art-optimal;7;5639.750748;0.999;780;0.138;0;0.000;7616;0.001;7827928635;1.388;6485366959;0.83;630224302;111.747;46533571;7.38;2199717924;390.038;10909924;0.50;56123597;9.951;6907982;12.31;5.644543572
js;art-optimal;8;5630.010594;0.999;771;0.137;0;0.000;7634;0.001;7810980184;1.387;6487982622;0.83;628258908;111.591;44458533;7.08;2195326016;389.933;11162408;0.51;56160823;9.975;6724182;11.97;5.634251013
js;art-optimal;9;5592.172569;0.999;787;0.141;0;0.000;7658;0.001;7808439134;1.396;6480311520;0.83;631474549;112.921;45662342;7.23;2200257189;393.453;11053735;0.50;54480620;9.742;6772018;12.43;5.595877841
js;art-optimal;10;5610.755176;0.999;778;0.139;0;0.000;7659;0.001;7827259319;1.395;6468158218;0.83;629465843;112.189;46405241;7.37;2190793900;390.463;11071896;0.51;56039458;9.988;6712235;11.98;5.615337138
php;art-optimal;1;55441.077207;1.000;154;0.003;0;0.000;6174;0.111;77505003289;1.398;56693350698;0.73;6990747783;126.093;382426810;5.47;31549542888;569.064;39200744;0.12;193599616;3.492;22721677;11.74;55.450119008
php;art-optimal;2;55455.561996;1.000;163;0.003;0;0.000;6170;0.111;77532219665;1.398;56696052149;0.73;6993405814;126.108;381316586;5.45;31550108954;568.926;39525861;0.13;199909348;3.605;22711087;11.36;55.465489540
php;art-optimal;3;55434.550942;1.000;157;0.003;0;0.000;6168;0.111;77502278239;1.398;56675342798;0.73;6989686383;126.089;382166861;5.47;31559008839;569.302;38767152;0.12;193283502;3.487;23133883;11.97;55.443044089
php;art-optimal;4;55745.574488;1.000;165;0.003;0;0.000;6166;0.111;77919719282;1.398;56695636301;0.73;6990406287;125.398;382714807;5.47;31550491276;565.973;36017339;0.11;237025964;4.252;22517834;9.50;55.755684042
php;art-optimal;5;55388.256006;1.000;160;0.003;0;0.000;6168;0.111;77437930022;1.398;56694514316;0.73;6992708662;126.249;383259980;5.48;31562283232;569.837;35402155;0.11;187523777;3.386;23537414;12.55;55.397200605
php;art-optimal;6;55414.567980;1.000;161;0.003;0;0.000;6169;0.111;77474570981;1.398;56679268319;0.73;6987861853;126.102;382542069;5.47;31560942599;569.542;36295292;0.12;194118873;3.503;22957645;11.83;55.423870182
php;art-optimal;7;55413.748495;1.000;178;0.003;0;0.000;6173;0.111;77455325494;1.398;56679394483;0.73;6987758656;126.102;383402392;5.49;31559250431;569.520;35962643;0.11;187739297;3.388;23220705;12.37;55.425096904
php;art-optimal;8;55402.139697;1.000;167;0.003;0;0.000;6172;0.111;77456745273;1.398;56681333115;0.73;6992364048;126.211;383545571;5.49;31562164225;569.692;36403399;0.12;188862638;3.409;23770720;12.59;55.412678153
php;art-optimal;9;55768.755688;1.000;170;0.003;0;0.000;6167;0.111;77964946185;1.398;56685850669;0.73;6991209346;125.361;383321464;5.48;31546084161;565.659;37906351;0.12;240710132;4.316;22416635;9.31;55.780278795
php;art-optimal;10;55443.894965;1.000;156;0.003;0;0.000;6175;0.111;77494959919;1.398;56677578372;0.73;6988526472;126.047;383165992;5.48;31559599287;569.217;37383281;0.12;190408026;3.434;22920609;12.04;55.452902734
py;art-optimal;1;123941.286837;1.000;354;0.003;0;0.000;8747;0.071;173268581480;1.398;113773986472;0.66;6554520603;52.884;1768914478;26.99;56473892690;455.650;190078946;0.34;719826606;5.808;47601578;6.61;123.960572207
py;art-optimal;2;124298.574538;1.000;338;0.003;0;0.000;8746;0.070;173771486563;1.398;113883153374;0.66;6560873952;52.783;1773160970;27.03;56475762867;454.356;217611369;0.39;788320620;6.342;47962632;6.08;124.314440542
py;art-optimal;3;126494.701266;1.000;356;0.003;0;0.000;8745;0.069;176834972937;1.398;116873344657;0.66;6709718396;53.043;1764783637;26.30;57118021340;451.545;219337628;0.38;797720883;6.306;47560100;5.96;126.514671633
py;art-optimal;4;124062.482673;1.000;330;0.003;0;0.000;8749;0.071;173437136294;1.398;113806184527;0.66;6556136114;52.845;1740872299;26.55;56487439725;455.314;212200141;0.38;785861727;6.334;47936429;6.10;124.077168503
py;art-optimal;5;125559.256232;1.000;407;0.003;0;0.000;8746;0.070;175532775873;1.398;114930840899;0.65;6609989613;52.644;1825497452;27.62;56735500126;451.862;186397757;0.33;840245320;6.692;47677573;5.67;125.594491269
py;art-optimal;6;126092.152772;1.000;382;0.003;0;0.000;8745;0.069;176273693893;1.398;115945294704;0.66;6659053097;52.811;1839750963;27.63;56970680094;451.818;203868803;0.36;757095443;6.004;47748792;6.31;126.116475563
py;art-optimal;7;125987.550489;1.000;367;0.003;0;0.000;8745;0.069;176129358308;1.398;116146103549;0.66;6666199743;52.912;1792449034;26.89;57034048467;452.696;213775231;0.37;769441232;6.107;48027818;6.24;126.009348398
py;art-optimal;8;124154.896832;1.000;329;0.003;0;0.000;8730;0.070;173555925104;1.398;114155450382;0.66;6589675188;53.076;1746946099;26.51;56517342168;455.216;189937438;0.34;760196237;6.123;47664199;6.27;124.170450873
py;art-optimal;9;125973.149509;1.000;380;0.003;0;0.000;8745;0.069;176110742730;1.398;116100763916;0.66;6674261551;52.982;1773400482;26.57;56983413849;452.346;221663437;0.39;815454340;6.473;47526401;5.83;126.002070413
py;art-optimal;10;125252.734130;1.000;366;0.003;0;0.000;8748;0.070;175080831488;1.398;114339492403;0.65;6579185822;52.527;1805246012;27.44;56595233529;451.848;203628449;0.36;880800566;7.032;47973616;5.45;125.274561761
